PulseTrain	ClickName	PathType	Delay_us	AmpRatio	Coherence
PulseTrain_189	Click_047	Direct	0.00	1.000000	1.000000
PulseTrain_189	Click_047	Multipath_1	102.40	4.027184	0.497562
PulseTrain_189	Click_047	Multipath_2	340.30	2.094828	0.299313
PulseTrain_190	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_002	Multipath_1	161.50	3.490140	0.536386
PulseTrain_190	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_004	Multipath_1	159.70	3.050566	0.669088
PulseTrain_190	Click_004	Multipath_2	109.40	1.628124	0.277615
PulseTrain_190	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_005	Multipath_1	159.70	3.089415	0.713190
PulseTrain_190	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_006	Multipath_1	159.70	3.280898	0.648973
PulseTrain_190	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_008	Multipath_1	159.70	3.773571	0.607031
PulseTrain_190	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_009	Multipath_1	159.70	3.794680	0.629106
PulseTrain_190	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_010	Multipath_1	159.70	3.645749	0.716118
PulseTrain_190	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_011	Multipath_1	159.70	3.316763	0.810178
PulseTrain_190	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_012	Multipath_1	159.70	3.255601	0.769449
PulseTrain_190	Click_012	Multipath_2	109.40	2.278392	0.255911
PulseTrain_190	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_013	Multipath_1	159.70	3.379491	0.769805
PulseTrain_190	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_014	Multipath_1	159.70	3.398910	0.782700
PulseTrain_190	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_015	Multipath_1	159.70	3.513323	0.762579
PulseTrain_190	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_016	Multipath_1	159.70	3.655296	0.738448
PulseTrain_190	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_017	Multipath_1	158.00	4.063463	0.631828
PulseTrain_190	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_018	Multipath_1	158.00	4.091919	0.682642
PulseTrain_190	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_019	Multipath_1	158.00	4.482155	0.660154
PulseTrain_190	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_020	Multipath_1	158.00	4.244262	0.690721
PulseTrain_190	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_021	Multipath_1	158.00	4.131739	0.692485
PulseTrain_190	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_022	Multipath_1	158.00	4.262320	0.755442
PulseTrain_190	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_023	Multipath_1	158.00	4.566995	0.760487
PulseTrain_190	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_024	Multipath_1	158.00	4.221195	0.716794
PulseTrain_190	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_025	Multipath_1	158.00	4.339491	0.715824
PulseTrain_190	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_026	Multipath_1	158.00	4.034152	0.750139
PulseTrain_190	Click_027	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_027	Multipath_1	158.00	3.942615	0.753296
PulseTrain_190	Click_028	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_028	Multipath_1	158.00	3.592384	0.736250
PulseTrain_190	Click_029	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_029	Multipath_1	109.40	2.714245	0.105190
PulseTrain_190	Click_029	Multipath_2	158.00	3.500525	0.707236
PulseTrain_190	Click_030	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_030	Multipath_1	158.00	4.109906	0.719259
PulseTrain_190	Click_031	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_031	Multipath_1	158.00	4.232348	0.734798
PulseTrain_190	Click_032	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_032	Multipath_1	158.00	4.243360	0.738084
PulseTrain_190	Click_033	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_033	Multipath_1	158.00	4.085929	0.759552
PulseTrain_190	Click_034	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_034	Multipath_1	158.00	4.162913	0.711069
PulseTrain_190	Click_035	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_035	Multipath_1	2618.10	1.766030	0.471699
PulseTrain_190	Click_035	Multipath_2	2777.80	2.501653	0.552318
PulseTrain_190	Click_036	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_036	Multipath_1	175.30	4.334298	0.234366
PulseTrain_190	Click_036	Multipath_2	864.60	11.680746	0.258704
PulseTrain_190	Click_037	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_037	Multipath_1	158.00	4.247893	0.614104
PulseTrain_190	Click_038	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_038	Multipath_1	156.20	4.742726	0.539459
PulseTrain_190	Click_039	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_039	Multipath_1	156.20	4.650436	0.626478
PulseTrain_190	Click_040	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_040	Multipath_1	156.20	4.656950	0.684246
PulseTrain_190	Click_041	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_041	Multipath_1	156.20	4.433610	0.667297
PulseTrain_190	Click_042	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_042	Multipath_1	156.20	4.416145	0.680248
PulseTrain_190	Click_043	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_043	Multipath_1	156.20	3.602541	0.553901
PulseTrain_190	Click_044	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_044	Multipath_1	156.20	4.321380	0.679065
PulseTrain_190	Click_045	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_045	Multipath_1	156.20	4.379050	0.641833
PulseTrain_190	Click_046	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_046	Multipath_1	156.20	4.238799	0.634606
PulseTrain_190	Click_047	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_047	Multipath_1	156.20	4.249763	0.580605
PulseTrain_190	Click_048	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_048	Multipath_1	156.20	4.742491	0.552145
PulseTrain_190	Click_049	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_049	Multipath_1	104.20	3.043676	0.354965
PulseTrain_190	Click_050	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_050	Multipath_1	105.90	2.966845	0.342152
PulseTrain_190	Click_050	Multipath_2	154.50	4.204429	0.485787
PulseTrain_190	Click_051	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_051	Multipath_1	105.90	2.841190	0.375859
PulseTrain_190	Click_051	Multipath_2	154.50	4.089055	0.521596
PulseTrain_190	Click_052	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_052	Multipath_1	105.90	3.052369	0.400076
PulseTrain_190	Click_053	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_053	Multipath_1	105.90	2.951531	0.415909
PulseTrain_190	Click_053	Multipath_2	154.50	4.284094	0.533352
PulseTrain_190	Click_054	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_054	Multipath_1	154.50	3.462180	0.549427
PulseTrain_190	Click_054	Multipath_2	105.90	3.559896	0.494194
PulseTrain_190	Click_055	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_055	Multipath_1	152.80	4.315143	0.471627
PulseTrain_190	Click_056	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_056	Multipath_1	149.30	5.014589	0.551048
PulseTrain_190	Click_057	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_057	Multipath_1	316.00	24.478367	0.232053
PulseTrain_190	Click_058	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_059	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_059	Multipath_1	4680.60	39.467526	-0.198755
PulseTrain_190	Click_060	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_060	Multipath_1	250.00	3.882962	0.029947
PulseTrain_190	Click_061	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_061	Multipath_1	118.10	5.580955	0.538273
PulseTrain_190	Click_062	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_063	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_064	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_065	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_066	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_067	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_068	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_069	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_070	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_071	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_072	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_073	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_074	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_075	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_076	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_077	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_078	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_078	Multipath_1	119.80	5.499432	0.555505
PulseTrain_190	Click_079	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_080	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_081	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_082	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_083	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_084	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_085	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_086	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_087	Direct	0.00	1.000000	1.000000
PulseTrain_190	Click_088	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_009	Multipath_1	114.60	7.439834	0.384055
PulseTrain_191	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_191	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_192	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_192	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_192	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_192	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_192	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_192	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_193	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_001	Multipath_1	156.20	9.577727	0.105672
PulseTrain_194	Click_001	Multipath_2	581.60	5.723756	0.076420
PulseTrain_194	Click_001	Multipath_3	206.60	23.971672	-0.099410
PulseTrain_194	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_194	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_001	Multipath_1	3236.10	1.910072	0.324713
PulseTrain_195	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_027	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_027	Multipath_1	135.40	18.165381	0.221725
PulseTrain_195	Click_028	Direct	0.00	1.000000	1.000000
PulseTrain_195	Click_029	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_018	Multipath_1	895.80	2.813803	0.410203
PulseTrain_196	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_019	Multipath_1	897.60	2.619464	0.527900
PulseTrain_196	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_196	Click_020	Multipath_1	899.30	3.278450	0.470380
PulseTrain_196	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_197	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_198	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_198	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_198	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_198	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_198	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_198	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_199	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_001	Multipath_1	960.10	1.665544	0.544298
PulseTrain_200	Click_001	Multipath_2	137.20	4.267064	0.413274
PulseTrain_200	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_002	Multipath_1	960.10	1.596046	0.460034
PulseTrain_200	Click_002	Multipath_2	116.30	4.403198	0.695188
PulseTrain_200	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_003	Multipath_1	116.30	3.827613	0.793675
PulseTrain_200	Click_003	Multipath_2	958.30	2.483578	0.398447
PulseTrain_200	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_004	Multipath_1	116.30	3.390091	0.804563
PulseTrain_200	Click_004	Multipath_2	951.40	4.144579	0.619724
PulseTrain_200	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_005	Multipath_1	116.30	3.366341	0.775491
PulseTrain_200	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_006	Multipath_1	116.30	3.715303	0.626863
PulseTrain_200	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_007	Multipath_1	135.40	3.261307	0.698403
PulseTrain_200	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_008	Multipath_1	137.20	2.997535	0.678985
PulseTrain_200	Click_008	Multipath_2	920.10	4.870181	0.629794
PulseTrain_200	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_009	Multipath_1	116.30	3.193278	0.599621
PulseTrain_200	Click_009	Multipath_2	918.40	4.871928	0.679309
PulseTrain_200	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_010	Multipath_1	116.30	3.612913	0.621329
PulseTrain_200	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_011	Multipath_1	116.30	3.847032	0.610271
PulseTrain_200	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_012	Multipath_1	116.30	3.758276	0.609070
PulseTrain_200	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_013	Multipath_1	118.10	3.874656	0.657140
PulseTrain_200	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_014	Multipath_1	118.10	3.980236	0.691180
PulseTrain_200	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_015	Multipath_1	118.10	3.928083	0.771879
PulseTrain_200	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_016	Multipath_1	118.10	4.116278	0.797760
PulseTrain_200	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_017	Multipath_1	118.10	4.122653	0.787928
PulseTrain_200	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_018	Multipath_1	118.10	4.219149	0.772467
PulseTrain_200	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_019	Multipath_1	118.10	4.365432	0.788173
PulseTrain_200	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_020	Multipath_1	118.10	4.587629	0.779833
PulseTrain_200	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_021	Multipath_1	118.10	4.773624	0.761193
PulseTrain_200	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_022	Multipath_1	118.10	4.915467	0.746757
PulseTrain_200	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_023	Multipath_1	118.10	4.981205	0.728590
PulseTrain_200	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_024	Multipath_1	118.10	4.951418	0.711839
PulseTrain_200	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_025	Multipath_1	118.10	4.828629	0.722773
PulseTrain_200	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_026	Multipath_1	118.10	4.938960	0.678001
PulseTrain_200	Click_027	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_027	Multipath_1	118.10	4.806535	0.676292
PulseTrain_200	Click_028	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_028	Multipath_1	119.80	4.825141	0.697778
PulseTrain_200	Click_029	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_029	Multipath_1	878.50	2.913723	0.522536
PulseTrain_200	Click_029	Multipath_2	119.80	4.725346	0.639764
PulseTrain_200	Click_030	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_030	Multipath_1	875.00	2.412694	0.642308
PulseTrain_200	Click_031	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_031	Multipath_1	873.30	2.002409	0.658708
PulseTrain_200	Click_032	Direct	0.00	1.000000	1.000000
PulseTrain_200	Click_032	Multipath_1	871.50	1.676827	0.710498
PulseTrain_200	Click_033	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_001	Multipath_1	121.50	1.744671	0.538626
PulseTrain_201	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_002	Multipath_1	123.30	1.874889	0.360843
PulseTrain_201	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_003	Multipath_1	147.60	1.962455	0.365735
PulseTrain_201	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_004	Multipath_1	130.20	2.037621	0.292793
PulseTrain_201	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_005	Multipath_1	128.50	2.115858	0.182035
PulseTrain_201	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_006	Multipath_1	147.60	2.091330	0.317146
PulseTrain_201	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_007	Multipath_1	147.60	1.608565	0.408320
PulseTrain_201	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_008	Multipath_1	147.60	1.366388	0.440283
PulseTrain_201	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_009	Multipath_1	123.30	1.532562	0.650448
PulseTrain_201	Click_009	Multipath_2	175.30	1.327632	0.467174
PulseTrain_201	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_010	Multipath_1	121.50	1.776698	0.585310
PulseTrain_201	Click_010	Multipath_2	178.80	1.711893	0.208405
PulseTrain_201	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_011	Multipath_1	119.80	1.884739	0.387299
PulseTrain_201	Click_011	Multipath_2	189.20	2.280096	0.339897
PulseTrain_201	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_012	Multipath_1	123.30	2.272880	0.469547
PulseTrain_201	Click_012	Multipath_2	194.40	2.399152	0.435842
PulseTrain_201	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_013	Multipath_1	140.60	2.330200	0.530780
PulseTrain_201	Click_013	Multipath_2	197.90	3.917401	0.429685
PulseTrain_201	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_014	Multipath_1	138.90	2.915830	0.522538
PulseTrain_201	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_015	Multipath_1	140.60	3.007992	0.439253
PulseTrain_201	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_016	Multipath_1	119.80	2.632290	0.442074
PulseTrain_201	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_017	Multipath_1	119.80	2.403328	0.453468
PulseTrain_201	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_201	Click_018	Multipath_1	121.50	2.871135	0.432164
PulseTrain_201	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_202	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_202	Click_001	Multipath_1	128.50	1.965351	0.519496
PulseTrain_202	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_202	Click_002	Multipath_1	126.70	2.652389	0.507709
