PulseTrain	ClickName	PathType	Delay_us	AmpRatio	Coherence
PulseTrain_001	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_001	Click_001	Multipath_1	144.10	3.110994	0.492873
PulseTrain_001	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_001	Click_002	Multipath_1	145.80	3.511318	0.489075
PulseTrain_001	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_001	Click_003	Multipath_1	203.10	2.344517	0.275204
PulseTrain_001	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_001	Click_004	Multipath_1	147.60	2.238932	0.721073
PulseTrain_001	Click_004	Multipath_2	199.70	4.201783	0.394919
PulseTrain_002	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_001	Multipath_1	253.50	1.015942	0.570296
PulseTrain_002	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_002	Multipath_1	253.50	0.938184	0.728053
PulseTrain_002	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_003	Multipath_1	536.50	14.116647	0.166031
PulseTrain_002	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_004	Multipath_1	253.50	0.903832	0.746120
PulseTrain_002	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_005	Multipath_1	243.10	1.175248	0.558584
PulseTrain_002	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_006	Multipath_1	230.90	1.329417	0.486155
PulseTrain_002	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_007	Multipath_1	229.20	1.308840	0.474348
PulseTrain_002	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_008	Multipath_1	229.20	1.424571	0.498796
PulseTrain_002	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_002	Click_009	Multipath_1	244.80	1.536197	0.486466
PulseTrain_003	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_003	Click_001	Multipath_1	105.90	1.203401	0.632109
PulseTrain_003	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_003	Click_002	Multipath_1	102.40	1.115402	0.629825
PulseTrain_003	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_004	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_004	Click_001	Multipath_1	204.90	1.287507	0.522082
PulseTrain_004	Click_001	Multipath_2	135.40	6.476066	0.172545
PulseTrain_004	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_004	Click_002	Multipath_1	145.80	5.545509	-0.057565
PulseTrain_004	Click_002	Multipath_2	1972.20	7.629819	0.236175
PulseTrain_004	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_004	Click_003	Multipath_1	107.60	5.837124	-0.116280
PulseTrain_004	Click_003	Multipath_2	548.60	7.864090	0.045926
PulseTrain_004	Click_003	Multipath_3	1506.90	9.248191	0.048098
PulseTrain_004	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_004	Click_004	Multipath_1	204.90	0.979144	0.453312
PulseTrain_004	Click_004	Multipath_2	109.40	14.026194	0.133411
PulseTrain_004	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_004	Click_005	Multipath_1	128.50	14.990827	0.060244
PulseTrain_005	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_005	Click_001	Multipath_1	213.50	3.037791	-0.054334
PulseTrain_005	Click_001	Multipath_2	119.80	2.361109	0.064006
PulseTrain_005	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_005	Click_002	Multipath_1	213.50	4.179798	0.059988
PulseTrain_006	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_006	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_006	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_006	Click_003	Multipath_1	779.50	3.260665	0.614357
PulseTrain_006	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_006	Click_004	Multipath_1	786.50	1.852627	0.772722
PulseTrain_006	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_006	Click_005	Multipath_1	805.60	1.825187	0.677962
PulseTrain_006	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_001	Multipath_1	798.60	1.094401	0.400459
PulseTrain_007	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_002	Multipath_1	796.90	0.940803	0.469355
PulseTrain_007	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_003	Multipath_1	798.60	1.118059	0.742080
PulseTrain_007	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_004	Multipath_1	800.30	1.119581	0.708174
PulseTrain_007	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_005	Multipath_1	802.10	1.538006	0.669174
PulseTrain_007	Click_005	Multipath_2	855.90	1.548179	0.291745
PulseTrain_007	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_006	Multipath_1	805.60	2.452942	0.709436
PulseTrain_007	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_007	Multipath_1	807.30	3.922135	0.618923
PulseTrain_007	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_009	Multipath_1	194.40	5.970559	0.069904
PulseTrain_007	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_014	Multipath_1	849.00	3.638570	0.563378
PulseTrain_007	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_015	Multipath_1	751.70	2.100582	0.871567
PulseTrain_007	Click_015	Multipath_2	849.00	3.204674	0.629926
PulseTrain_007	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_016	Multipath_1	845.50	1.978575	0.696779
PulseTrain_007	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_018	Multipath_1	845.50	2.506113	0.635644
PulseTrain_007	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_019	Multipath_1	897.60	2.677020	0.632442
PulseTrain_007	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_020	Multipath_1	843.80	2.043789	0.643812
PulseTrain_007	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_021	Multipath_1	892.40	2.102804	0.474647
PulseTrain_007	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_007	Click_022	Multipath_1	842.00	1.761206	0.723888
PulseTrain_007	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_001	Multipath_1	803.80	2.190484	0.695987
PulseTrain_008	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_002	Multipath_1	800.30	2.213712	0.659866
PulseTrain_008	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_005	Multipath_1	411.50	7.849020	0.205420
PulseTrain_008	Click_005	Multipath_2	126.70	3.615986	0.212348
PulseTrain_008	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_010	Multipath_1	281.20	25.891693	0.044483
PulseTrain_008	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_011	Multipath_1	107.60	8.468384	0.315311
PulseTrain_008	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_008	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_001	Multipath_1	909.70	2.789120	0.751659
PulseTrain_009	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_002	Multipath_1	909.70	3.203917	0.732277
PulseTrain_009	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_009	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_001	Multipath_1	111.10	2.930610	-0.044360
PulseTrain_010	Click_001	Multipath_2	605.90	1.415683	0.398623
PulseTrain_010	Click_001	Multipath_3	392.40	5.277658	-0.053525
PulseTrain_010	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_002	Multipath_1	604.20	1.164181	0.604022
PulseTrain_010	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_003	Multipath_1	602.40	1.405290	0.612033
PulseTrain_010	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_004	Multipath_1	602.40	1.591085	0.512998
PulseTrain_010	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_005	Multipath_1	599.00	1.603169	0.585077
PulseTrain_010	Click_005	Multipath_2	3552.10	10.644636	-0.153550
PulseTrain_010	Click_005	Multipath_3	289.90	4.584715	0.248302
PulseTrain_010	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_006	Multipath_1	640.60	1.749388	0.144418
PulseTrain_010	Click_006	Multipath_2	177.10	8.910494	-0.036005
PulseTrain_010	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_007	Multipath_1	121.50	8.109621	-0.080732
PulseTrain_010	Click_007	Multipath_2	270.80	2.150051	0.047269
PulseTrain_010	Click_007	Multipath_3	2465.30	12.955548	0.053523
PulseTrain_010	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_008	Multipath_1	593.80	1.417288	0.590869
PulseTrain_010	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_009	Multipath_1	109.40	9.448676	0.153081
PulseTrain_010	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_010	Multipath_1	588.50	1.547882	0.593584
PulseTrain_010	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_011	Multipath_1	586.80	2.063810	0.520352
PulseTrain_010	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_012	Multipath_1	585.10	1.961739	0.460686
PulseTrain_010	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_013	Multipath_1	586.80	1.932873	0.404894
PulseTrain_010	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_010	Click_015	Multipath_1	368.10	10.069501	-0.049813
PulseTrain_011	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_001	Multipath_1	112.80	5.466306	-0.012182
PulseTrain_011	Click_001	Multipath_2	1055.60	5.745631	0.309486
PulseTrain_011	Click_001	Multipath_3	902.80	6.585263	0.076821
PulseTrain_011	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_003	Multipath_1	178.80	11.900071	0.099294
PulseTrain_011	Click_003	Multipath_2	279.50	3.705269	0.042337
PulseTrain_011	Click_003	Multipath_3	454.90	1.173840	0.025073
PulseTrain_011	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_004	Multipath_1	286.50	5.374973	0.100755
PulseTrain_011	Click_004	Multipath_2	569.40	1.345201	0.379792
PulseTrain_011	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_005	Multipath_1	843.80	14.668219	0.362233
PulseTrain_011	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_006	Multipath_1	566.00	1.480235	0.539433
PulseTrain_011	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_007	Multipath_1	185.80	18.023693	-0.180326
PulseTrain_011	Click_007	Multipath_2	555.60	1.707580	0.406376
PulseTrain_011	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_008	Multipath_1	388.90	15.929196	0.094763
PulseTrain_011	Click_008	Multipath_2	116.30	17.076011	-0.313704
PulseTrain_011	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_009	Multipath_1	192.70	17.427123	0.088022
PulseTrain_011	Click_009	Multipath_2	284.70	11.812619	-0.055304
PulseTrain_011	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_011	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_012	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_012	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_012	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_012	Click_003	Multipath_1	111.10	4.224783	0.055460
PulseTrain_012	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_012	Click_004	Multipath_1	144.10	5.181402	-0.203891
PulseTrain_012	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_013	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_013	Click_001	Multipath_1	182.30	1.912364	0.343140
PulseTrain_013	Click_001	Multipath_2	119.80	1.592051	0.468221
PulseTrain_013	Click_001	Multipath_3	322.90	3.155455	0.474197
PulseTrain_013	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_013	Click_002	Multipath_1	119.80	1.621410	0.507625
PulseTrain_013	Click_002	Multipath_2	182.30	2.039446	0.409182
PulseTrain_013	Click_002	Multipath_3	298.60	2.767360	0.487486
PulseTrain_013	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_013	Click_003	Multipath_1	119.80	1.547935	0.503494
PulseTrain_013	Click_003	Multipath_2	296.90	2.703941	0.569717
PulseTrain_013	Click_003	Multipath_3	182.30	2.499816	0.555349
PulseTrain_013	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_001	Multipath_1	131.90	1.573303	0.660741
PulseTrain_014	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_002	Multipath_1	131.90	1.298976	0.711996
PulseTrain_014	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_003	Multipath_1	130.20	1.199459	0.661917
PulseTrain_014	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_004	Multipath_1	130.20	1.299119	0.630238
PulseTrain_014	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_005	Multipath_1	130.20	1.402326	0.645550
PulseTrain_014	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_006	Multipath_1	130.20	1.652413	0.612708
PulseTrain_014	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_007	Multipath_1	130.20	1.905126	0.580950
PulseTrain_014	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_014	Click_008	Multipath_1	130.20	1.702111	0.542167
PulseTrain_014	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_001	Multipath_1	144.10	9.476977	0.512540
PulseTrain_015	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_002	Multipath_1	156.20	5.498652	0.545445
PulseTrain_015	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_003	Multipath_1	156.20	4.554860	0.605254
PulseTrain_015	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_004	Multipath_1	158.00	6.065797	0.698403
PulseTrain_015	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_005	Multipath_1	159.70	6.705953	0.550394
PulseTrain_015	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_006	Multipath_1	163.20	9.683857	0.477477
PulseTrain_015	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_007	Multipath_1	140.60	9.125981	0.167528
PulseTrain_015	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_008	Multipath_1	164.90	8.709385	0.387877
PulseTrain_015	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_009	Multipath_1	156.20	9.143992	0.547263
PulseTrain_015	Click_009	Multipath_2	1116.30	13.621283	0.024216
PulseTrain_015	Click_009	Multipath_3	774.30	5.618631	0.057392
PulseTrain_015	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_010	Multipath_1	156.20	4.126327	0.410635
PulseTrain_015	Click_010	Multipath_2	329.90	3.621418	0.131310
PulseTrain_015	Click_010	Multipath_3	2932.30	9.478613	0.179864
PulseTrain_015	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_013	Multipath_1	164.90	8.830463	0.492310
PulseTrain_015	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_015	Click_014	Multipath_1	128.50	11.165086	-0.030654
PulseTrain_016	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_016	Click_001	Multipath_1	173.60	1.897287	0.542784
PulseTrain_016	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_016	Click_002	Multipath_1	168.40	1.766973	0.549223
PulseTrain_016	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_016	Click_003	Multipath_1	156.20	1.719696	0.597332
PulseTrain_016	Click_003	Multipath_2	211.80	1.996385	0.298443
PulseTrain_016	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_016	Click_004	Multipath_1	164.90	1.301899	0.696350
PulseTrain_016	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_016	Click_005	Multipath_1	164.90	1.076711	0.743996
PulseTrain_016	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_001	Multipath_1	187.50	5.255621	0.416618
PulseTrain_017	Click_001	Multipath_2	316.00	1.516163	0.568388
PulseTrain_017	Click_001	Multipath_3	743.10	7.520476	0.346923
PulseTrain_017	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_002	Multipath_1	314.20	1.411188	0.792074
PulseTrain_017	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_003	Multipath_1	312.50	1.643038	0.722666
PulseTrain_017	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_004	Multipath_1	305.60	3.020588	0.750820
PulseTrain_017	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_005	Multipath_1	302.10	1.546260	0.581577
PulseTrain_017	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_006	Multipath_1	305.60	1.021915	0.791435
PulseTrain_017	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_007	Multipath_1	286.50	1.336456	0.434812
PulseTrain_017	Click_007	Multipath_2	368.10	1.815098	0.495624
PulseTrain_017	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_008	Multipath_1	284.70	2.566773	0.427665
PulseTrain_017	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_009	Multipath_1	296.90	2.018412	0.415366
PulseTrain_017	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_011	Multipath_1	307.30	1.123391	0.562729
PulseTrain_017	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_012	Multipath_1	303.80	1.455299	0.566728
PulseTrain_017	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_013	Multipath_1	265.60	1.223888	0.700285
PulseTrain_017	Click_013	Multipath_2	105.90	7.115961	-0.118699
PulseTrain_017	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_014	Multipath_1	267.40	1.706006	0.447958
PulseTrain_017	Click_014	Multipath_2	156.20	4.483850	0.497320
PulseTrain_017	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_015	Multipath_1	269.10	0.953147	0.499004
PulseTrain_017	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_016	Multipath_1	277.80	1.926578	0.377008
PulseTrain_017	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_017	Multipath_1	272.60	1.821948	0.608656
PulseTrain_017	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_018	Multipath_1	269.10	1.237821	0.688958
PulseTrain_017	Click_018	Multipath_2	145.80	6.109119	0.516624
PulseTrain_017	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_019	Multipath_1	147.60	5.121698	0.339572
PulseTrain_017	Click_019	Multipath_2	269.10	1.173912	0.300967
PulseTrain_017	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_020	Multipath_1	284.70	1.497341	0.453910
PulseTrain_017	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_021	Multipath_1	283.00	1.913175	0.612143
PulseTrain_017	Click_021	Multipath_2	149.30	4.956102	0.703901
PulseTrain_017	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_022	Multipath_1	265.60	1.346385	0.713464
PulseTrain_017	Click_022	Multipath_2	335.10	2.438347	0.517823
PulseTrain_017	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_023	Multipath_1	581.60	21.371437	-0.117756
PulseTrain_017	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_024	Multipath_1	256.90	2.240948	0.641187
PulseTrain_017	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_025	Multipath_1	279.50	2.053331	0.501943
PulseTrain_017	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_026	Multipath_1	270.80	1.726933	0.783377
PulseTrain_017	Click_026	Multipath_2	159.70	5.679903	0.706755
PulseTrain_017	Click_027	Direct	0.00	1.000000	1.000000
PulseTrain_017	Click_027	Multipath_1	265.60	1.475748	0.744403
PulseTrain_017	Click_028	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_001	Multipath_1	263.90	2.304314	0.467704
PulseTrain_018	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_002	Multipath_1	250.00	2.400411	0.445426
PulseTrain_018	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_003	Multipath_1	241.30	1.720418	0.703904
PulseTrain_018	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_004	Multipath_1	234.40	1.418677	0.548261
PulseTrain_018	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_005	Multipath_1	215.30	1.906441	0.540873
PulseTrain_018	Click_005	Multipath_2	288.20	4.622557	0.642709
PulseTrain_018	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_006	Multipath_1	224.00	1.704060	0.595267
PulseTrain_018	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_007	Multipath_1	218.80	2.082203	0.581717
PulseTrain_018	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_008	Multipath_1	250.00	2.164907	0.493835
PulseTrain_018	Click_008	Multipath_2	201.40	2.287502	0.354109
PulseTrain_018	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_009	Multipath_1	244.80	2.216012	0.433240
PulseTrain_018	Click_009	Multipath_2	142.40	6.954806	0.716139
PulseTrain_018	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_010	Multipath_1	217.00	1.941041	0.587895
PulseTrain_018	Click_010	Multipath_2	2788.20	1.659626	0.400331
PulseTrain_018	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_011	Multipath_1	220.50	1.648645	0.648507
PulseTrain_018	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_018	Click_012	Multipath_1	225.70	1.597442	0.563130
PulseTrain_018	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_001	Multipath_1	194.40	1.508221	0.542636
PulseTrain_019	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_002	Multipath_1	4927.10	4.084600	0.902622
PulseTrain_019	Click_002	Multipath_2	248.30	3.080829	0.551995
PulseTrain_019	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_003	Multipath_1	204.90	2.270094	0.517333
PulseTrain_019	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_004	Multipath_1	203.10	1.464348	0.728588
PulseTrain_019	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_005	Multipath_1	203.10	1.147118	0.705424
PulseTrain_019	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_006	Multipath_1	201.40	1.076144	0.705926
PulseTrain_019	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_007	Multipath_1	201.40	0.900470	0.563931
PulseTrain_019	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_009	Multipath_1	434.00	8.457917	0.170244
PulseTrain_019	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_010	Multipath_1	199.70	1.057989	0.718707
PulseTrain_019	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_011	Multipath_1	199.70	2.006987	0.526174
PulseTrain_019	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_012	Multipath_1	204.90	2.169223	0.574864
PulseTrain_019	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_013	Multipath_1	206.60	1.198114	0.644504
PulseTrain_019	Click_013	Multipath_2	156.20	1.277624	0.232816
PulseTrain_019	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_014	Multipath_1	208.30	1.511238	0.548854
PulseTrain_019	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_015	Multipath_1	210.10	1.741527	0.615399
PulseTrain_019	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_016	Multipath_1	211.80	1.809375	0.634058
PulseTrain_019	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_017	Multipath_1	213.50	2.035928	0.548176
PulseTrain_019	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_018	Multipath_1	213.50	2.280137	0.631664
PulseTrain_019	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_019	Multipath_1	213.50	2.805283	0.665354
PulseTrain_019	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_020	Multipath_1	213.50	3.762590	0.472037
PulseTrain_019	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_021	Multipath_1	213.50	4.080389	0.515844
PulseTrain_019	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_022	Multipath_1	215.30	4.355933	0.508446
PulseTrain_019	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_019	Click_023	Multipath_1	222.20	1.775475	0.380205
PulseTrain_019	Click_024	Direct	0.00	1.000000	1.000000
