file_path|duration_us|start_idx|end_idx
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_481\Pulse_13.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_823\Pulse_27.wav|76.39|45|89
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_437\Pulse_137.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_529\Pulse_3.wav|105.90|55|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_550\Pulse_35.wav|105.90|42|103
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_578\Pulse_3.wav|32.99|44|63
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_371\Pulse_48.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_057\Pulse_26.wav|95.49|61|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_437\Pulse_133.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_458\Pulse_10.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_274\Pulse_3.wav|100.69|57|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_030\Pulse_32.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_647\Pulse_99.wav|62.50|45|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_471\Pulse_10.wav|85.07|49|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_805\Pulse_11.wav|100.69|46|104
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_501\Pulse_1.wav|90.28|45|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_558\Pulse_4.wav|111.11|45|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_757\Pulse_22.wav|98.96|46|103
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_749\Pulse_6.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_513\Pulse_1.wav|71.18|44|85
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_330\Pulse_9.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_206\Pulse_18.wav|64.24|45|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_019\Pulse_19.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_546\Pulse_6.wav|81.60|44|91
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_799\Pulse_4.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_829\Pulse_3.wav|45.14|42|68
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_808\Pulse_3.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_320\Pulse_3.wav|81.60|49|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_137\Pulse_3.wav|95.49|47|102
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_157\Pulse_17.wav|95.49|51|106
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_349\Pulse_69.wav|102.43|44|103
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_651\Pulse_11.wav|69.44|46|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_566\Pulse_62.wav|72.92|40|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_805\Pulse_3.wav|90.28|46|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_236\Pulse_50.wav|83.33|45|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_630\Pulse_27.wav|69.44|45|85
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_591\Pulse_13.wav|95.49|44|99
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_064\Pulse_4.wav|85.07|44|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_782\Pulse_61.wav|100.69|43|101
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_020\Pulse_32.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_217\Pulse_24.wav|45.14|49|75
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_088\Pulse_3.wav|95.49|53|108
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_208\Pulse_70.wav|111.11|45|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_308\Pulse_34.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_223\Pulse_45.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_532\Pulse_12.wav|64.24|45|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_542\Pulse_16.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_550\Pulse_16.wav|95.49|45|100
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_385\Pulse_15.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_322\Pulse_37.wav|43.40|44|69
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_467\Pulse_6.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_305\Pulse_18.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_033\Pulse_10.wav|93.75|46|100
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_374\Pulse_13.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_242\Pulse_2.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_304\Pulse_21.wav|83.33|48|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_078\Pulse_1.wav|100.69|47|105
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_361\Pulse_33.wav|78.12|53|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_273\Pulse_3.wav|76.39|72|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_670\Pulse_2.wav|57.29|33|66
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_485\Pulse_15.wav|92.01|60|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_343\Pulse_10.wav|53.82|45|76
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_655\Pulse_5.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_371\Pulse_18.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_701\Pulse_10.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_222\Pulse_19.wav|65.97|46|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_748\Pulse_6.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_369\Pulse_22.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_172\Pulse_28.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_566\Pulse_57.wav|76.39|40|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_148\Pulse_56.wav|85.07|44|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_312\Pulse_18.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_218\Pulse_35.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_350\Pulse_62.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_471\Pulse_3.wav|102.43|48|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_473\Pulse_1.wav|116.32|45|112
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_321\Pulse_92.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_747\Pulse_2.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_828\Pulse_3.wav|112.85|42|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_317\Pulse_66.wav|105.90|55|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_157\Pulse_58.wav|109.38|49|112
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_318\Pulse_3.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_455\Pulse_32.wav|46.88|49|76
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_094\Pulse_5.wav|116.32|44|111
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_151\Pulse_20.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_060\Pulse_9.wav|112.85|50|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_166\Pulse_7.wav|86.81|43|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_173\Pulse_3.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_137\Pulse_39.wav|83.33|41|89
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_262\Pulse_65.wav|50.35|46|75
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_632\Pulse_3.wav|69.44|43|83
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_166\Pulse_18.wav|93.75|42|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_020\Pulse_69.wav|81.60|46|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_473\Pulse_33.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_329\Pulse_58.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_438\Pulse_9.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_180\Pulse_7.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_148\Pulse_70.wav|76.39|42|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_342\Pulse_20.wav|71.18|43|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_381\Pulse_55.wav|86.81|45|95
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_609\Pulse_31.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_685\Pulse_3.wav|60.76|47|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_792\Pulse_5.wav|112.85|43|108
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_446\Pulse_51.wav|85.07|47|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_746\Pulse_6.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_360\Pulse_70.wav|74.65|54|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_321\Pulse_52.wav|111.11|51|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_805\Pulse_6.wav|92.01|44|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_355\Pulse_17.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_460\Pulse_53.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_455\Pulse_7.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_458\Pulse_6.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_073\Pulse_9.wav|86.81|52|102
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_505\Pulse_12.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_559\Pulse_9.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_167\Pulse_97.wav|112.85|45|110
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_758\Pulse_5.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_671\Pulse_23.wav|50.35|33|62
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_172\Pulse_29.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_331\Pulse_25.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_479\Pulse_72.wav|67.71|47|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_729\Pulse_45.wav|76.39|37|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_551\Pulse_23.wav|55.56|33|65
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_328\Pulse_22.wav|79.86|44|90
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_261\Pulse_2.wav|92.01|63|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_218\Pulse_4.wav|65.97|47|85
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_731\Pulse_59.wav|93.75|37|91
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_310\Pulse_6.wav|81.60|50|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_222\Pulse_13.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_823\Pulse_13.wav|116.32|44|111
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_195\Pulse_22.wav|59.03|46|80
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_328\Pulse_24.wav|118.06|44|112
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_760\Pulse_8.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_566\Pulse_38.wav|85.07|40|89
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_169\Pulse_13.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_494\Pulse_7.wav|98.96|46|103
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_239\Pulse_5.wav|81.60|42|89
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_120\Pulse_2.wav|41.67|54|78
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_556\Pulse_11.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_581\Pulse_6.wav|53.82|45|76
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_384\Pulse_16.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_512\Pulse_9.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_020\Pulse_28.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_041\Pulse_28.wav|112.85|47|112
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_823\Pulse_24.wav|76.39|45|89
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_391\Pulse_10.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_701\Pulse_42.wav|71.18|45|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_737\Pulse_29.wav|104.17|46|106
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_659\Pulse_9.wav|74.65|45|88
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_125\Pulse_8.wav|64.24|45|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_750\Pulse_27.wav|119.79|45|114
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_021\Pulse_17.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_361\Pulse_34.wav|90.28|45|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_823\Pulse_8.wav|114.58|45|111
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_195\Pulse_29.wav|65.97|43|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_232\Pulse_16.wav|62.50|49|85
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_292\Pulse_20.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_059\Pulse_14.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_120\Pulse_15.wav|102.43|56|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_055\Pulse_32.wav|81.60|45|92
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_666\Pulse_25.wav|48.61|41|69
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_485\Pulse_35.wav|90.28|61|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_807\Pulse_20.wav|81.60|46|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_717\Pulse_48.wav|74.65|45|88
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_338\Pulse_56.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_591\Pulse_19.wav|118.06|46|114
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_262\Pulse_22.wav|62.50|46|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_710\Pulse_36.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_573\Pulse_29.wav|72.92|42|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_147\Pulse_20.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_648\Pulse_32.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_673\Pulse_10.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_349\Pulse_29.wav|105.90|46|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_579\Pulse_22.wav|107.64|33|95
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_380\Pulse_7.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_208\Pulse_23.wav|111.11|45|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_124\Pulse_27.wav|55.56|45|77
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_280\Pulse_17.wav|114.58|41|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_463\Pulse_5.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_598\Pulse_5.wav|111.11|47|111
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_148\Pulse_77.wav|79.86|41|87
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_131\Pulse_79.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_317\Pulse_47.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_049\Pulse_17.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_321\Pulse_26.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_423\Pulse_73.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_434\Pulse_11.wav|67.71|45|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_552\Pulse_5.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_473\Pulse_46.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_057\Pulse_6.wav|97.22|60|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_330\Pulse_122.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_345\Pulse_25.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_019\Pulse_71.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_454\Pulse_16.wav|55.56|48|80
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_321\Pulse_147.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_204\Pulse_87.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_713\Pulse_43.wav|112.85|43|108
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_247\Pulse_46.wav|62.50|45|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_737\Pulse_16.wav|90.28|43|95
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_041\Pulse_7.wav|112.85|48|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_412\Pulse_28.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_290\Pulse_18.wav|104.17|46|106
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_247\Pulse_41.wav|60.76|44|79
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_439\Pulse_23.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_732\Pulse_17.wav|76.39|44|88
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_460\Pulse_18.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_334\Pulse_11.wav|83.33|50|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_379\Pulse_29.wav|85.07|47|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_208\Pulse_15.wav|111.11|43|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_156\Pulse_3.wav|85.07|47|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_168\Pulse_26.wav|111.11|46|110
